LIR	WT_R1	WT_R2	Mut_R1	Mut_R2
osmp.Chr08:14843433--14844022,14854765--14855352	833	1079	1094	1888
osmp.Chr08:14844453--14844893,14857073--14857504	941	1204	954	1725
osmp.Chr08:14848939--14849607,14858353--14859015	949	1226	937	1599
osmp.Chr08:14853373--14853805,14857073--14857503	413	536	389	803
osmp.Chr08:14864284--14865239,14868426--14869381	590	912	660	840
osmp.Chr08:14864284--14865239,14877500--14878455	1231	1378	1041	1439
osmp.Chr08:14865068--14866057,14867442--14868433	728	531	413	704
osmp.Chr08:14865068--14866057,14876516--14877507	1078	1274	958	1226
osmp.Chr08:14866063--14867439,14878453--14879824	2312	2312	1490	2851
osmp.Chr08:14874621--14876513,14878453--14880340	1839	1876	1158	2538
osmp.Chr08:14880342--14881148,14883169--14883992	547	423	544	531
osmp.Chr08:14881150--14883993,14888444--14891292	1028	1294	1032	1434
osmp.Chr08:14908832--14909931,14912744--14913851	967	636	920	920
osmp.Chr08:14909999--14910855,14911676--14912537	600	240	638	358
osmp.Chr08:14911676--14912537,14923285--14924144	2519	1827	2072	2733
osmp.Chr08:14913410--14913851,14926266--14926713	2315	1745	1861	2566
osmp.Chr08:14913410--14913855,14922118--14922567	2232	1493	1360	2128
osmp.Chr08:14922123--14923146,14931587--14932607	640	861	1219	1335
osmp.Chr08:14923285--14924965,14938611--14940272	1341	1818	1861	2219
osmp.Chr08:14923285--14924966,14929616--14931278	491	778	1017	1056
osmp.Chr08:14926266--14927298,14931583--14932607	502	725	987	890
osmp.Chr08:14926266--14927298,14940577--14941605	1238	1718	1690	1826
osmp.Chr08:14927432--14929116,14929617--14931278	353	624	782	555
osmp.Chr08:14927432--14929230,14938499--14940272	1194	1677	1613	1717
osmp.Chr08:14932593--14934991,14946004--14948404	1732	1771	1648	2559
osmp.Chr08:14943509--14944761,14958256--14959483	1735	1404	1498	2478
osmp.Chr08:14956614--14958261,14972408--14973992	2241	1824	1849	3271
osmp.Chr08:14961664--14963310,14972408--14973992	1666	1346	1478	2410
osmp.Chr08:14969249--14972408,14984408--14987544	2739	2481	2602	3620
osmp.Chr08:14972408--14973374,14974272--14975221	183	213	237	495
osmp.Chr08:14972858--14973979,14981319--14982480	1727	1495	1561	2596
osmp.Chr08:14978031--14981231,14993113--14996314	2088	1549	1921	2227
osmp.Chr08:15123282--15123754,15137737--15138218	355	371	370	673
osmp.Chr08:15137941--15138352,15139887--15140290	159	78	159	214
osmp.Chr08:15229409--15230972,15236906--15238474	2565	2289	1951	3480
osmp.Chr08:15372020--15373439,15375191--15376616	989	1268	1005	1936
osmp.Chr08:15373641--15374595,15383601--15384532	2102	2633	2133	3480
osmp.Chr08:15382635--15383590,15383601--15384533	557	756	848	893
osmp.Chr08:15496588--15497499,15497516--15498452	434	424	347	598
osmp.Chr08:15533998--15537003,15548036--15551038	3559	4036	3500	6393
osmp.Chr08:15542999--15545984,15548034--15551033	2542	2890	2694	4542
osmp.Chr08:15546693--15547416,15552593--15553291	3079	3528	3173	5067
osmp.Chr08:15690464--15690867,15694891--15695349	558	502	897	1383
osmp.Chr08:15758077--15758516,15758548--15758988	170	216	188	290
osmp.Chr08:15782035--15782753,15795408--15796124	2516	2975	3018	4922
osmp.Chr08:15790690--15791129,15791161--15791601	62	63	54	113
osmp.Chr08:15920791--15922447,15935582--15937249	2750	4640	4947	7471
osmp.Chr08:15922546--15922953,15934928--15935336	1833	3648	4077	6575
osmp.Chr08:15924648--15925295,15925355--15925958	34	38	26	21
osmp.Chr08:15935582--15937248,15939325--15940997	1868	1817	1066	1178
osmp.Chr08:15939327--15940997,15947405--15949069	2562	2570	1239	1939
osmp.Chr08:15941660--15942122,15946070--15946529	553	550	399	837
osmp.Chr08:16377158--16377607,16377868--16378315	3	2	0	6
osmp.Chr08:16549030--16549459,16549723--16550207	846	1122	1490	2492
osmp.Chr08:16549030--16549467,16549759--16550207	859	1122	1491	2488
osmp.Chr08:16566013--16567264,16568782--16570046	13	22	38	30
osmp.Chr08:16665463--16666915,16676133--16677580	6099	5626	4916	8523
osmp.Chr08:16678292--16678729,16678730--16679168	39	37	22	44
osmp.Chr08:16972587--16973633,16979621--16980630	1960	974	1421	2661
osmp.Chr08:16999735--17000205,17001169--17001640	311	348	266	417
osmp.Chr08:1706122--1706762,1707323--1707928	84	152	173	253
osmp.Chr08:17195048--17196738,17208081--17209781	1760	1932	1929	2772
osmp.Chr08:17359506--17360452,17363414--17364373	538	646	531	900
osmp.Chr08:17685455--17688130,17698712--17701389	1662	1630	1271	2120
osmp.Chr08:17761660--17764660,17775608--17778603	2573	2278	2801	4031
osmp.Chr08:17761956--17763089,17764709--17765831	1198	1121	1459	2037
osmp.Chr08:17770524--17773465,17781675--17784616	2077	1607	1591	2686
osmp.Chr08:17812689--17815639,17820953--17823904	2167	1434	1746	2198
osmp.Chr08:18102537--18103423,18116194--18117073	9883	11883	10276	16295
osmp.Chr08:18109172--18112319,18116195--18119300	2044	2384	1603	2700
osmp.Chr08:18151724--18154536,18168983--18171773	2348	2670	1325	2101
osmp.Chr08:18159753--18162566,18168983--18171773	1989	2211	1139	1747
osmp.Chr08:18185610--18186329,18196980--18197657	8825	8673	8941	14773
osmp.Chr08:18307754--18308321,18309963--18310535	10	8	5	6
osmp.Chr08:18455139--18455970,18468511--18469347	2051	2044	1760	3337
osmp.Chr08:1846071--1846493,1853487--1853910	7193	9387	8086	13242
osmp.Chr08:18975887--18976299,18987979--18988390	204	294	151	346
osmp.Chr08:18976089--18976728,18983792--18984432	21	20	15	32
osmp.Chr08:18976732--18978416,18978473--18980183	16	6	2	4
osmp.Chr08:18976972--18977687,18984721--18985433	42	55	44	89
osmp.Chr08:19211791--19212283,19223989--19224482	1169	1961	801	1126
osmp.Chr08:19212654--19214283,19223989--19225652	1175	1851	773	1518
osmp.Chr08:19215918--19216474,19228728--19229287	1473	2357	1123	2088
osmp.Chr08:19223989--19225414,19230177--19231602	1248	1339	1152	1776
osmp.Chr08:19223989--19225652,19233244--19234893	1186	1451	1288	1925
osmp.Chr08:19230177--19231602,19235308--19236734	628	952	1065	960
osmp.Chr08:19231911--19234893,19235308--19238277	595	910	573	804
osmp.Chr08:19233235--19234893,19248932--19250589	1469	1668	1726	2221
osmp.Chr08:19237342--19238273,19247991--19248930	845	1016	1021	1357
osmp.Chr08:19248932--19250596,19253678--19255340	263	296	264	579
osmp.Chr08:19266661--19267994,19280406--19281732	1629	1930	2082	3048
osmp.Chr08:19267971--19268879,19279676--19280591	1226	1456	1548	2552
osmp.Chr08:19281243--19281733,19283776--19284270	3392	4229	4239	6415
osmp.Chr08:19282956--19283780,19286765--19287590	1311	1502	911	1591
osmp.Chr08:19375256--19375718,19375721--19376182	36	45	31	51
osmp.Chr08:19790758--19791366,19800887--19801480	3220	2731	2932	4678
osmp.Chr08:19832759--19839271,19846830--19853160	4896	5480	5638	9645
osmp.Chr08:2040643--2041110,2053268--2053738	144	153	216	312
osmp.Chr08:2041581--2042337,2052413--2053183	144	153	216	312
osmp.Chr08:2046121--2046616,2053270--2053766	31	29	24	59
osmp.Chr08:2049586--2050180,2053273--2053855	31	29	24	59
osmp.Chr08:2050546--2050947,2052781--2053187	31	29	24	59
osmp.Chr08:2050546--2051156,2052506--2053187	31	29	24	59
osmp.Chr08:20552565--20553073,20562564--20563093	585	775	666	1058
osmp.Chr08:20653001--20653714,20653795--20654499	115	152	89	164
osmp.Chr08:20653962--20654399,20654433--20654881	97	132	84	121
osmp.Chr08:20759125--20759688,20759724--20760269	1197	888	792	1272
osmp.Chr08:21013094--21014211,21015181--21016325	0	2	0	6
osmp.Chr08:21310942--21312401,21319469--21320928	19931	13432	23696	40156
osmp.Chr08:21313063--21313540,21321665--21322159	19905	13406	23689	40122
osmp.Chr08:21313064--21313542,21321373--21321856	19905	13406	23689	40122
osmp.Chr08:21313064--21313542,21321543--21322030	19905	13406	23689	40122
osmp.Chr08:21313064--21313602,21321189--21321734	19905	13406	23689	40122
osmp.Chr08:21321221--21321675,21321684--21322148	1231	676	1252	1896
osmp.Chr08:21378553--21378952,21379392--21379791	1473	1643	2159	3460
osmp.Chr08:21538399--21540326,21542143--21544069	10384	9396	5274	8900
osmp.Chr08:2177756--2178168,2179091--2179517	25	33	36	77
osmp.Chr08:21788--24792,36970--39949	4275	4324	3991	5836
osmp.Chr08:21978005--21980988,21982822--21985823	1252	1090	997	1499
osmp.Chr08:21978005--21980988,21991815--21994798	1944	1959	1655	2632
osmp.Chr08:22158082--22158619,22159071--22159609	130	115	103	205
osmp.Chr08:2245089--2246623,2258208--2259751	5991	5984	5656	9083
osmp.Chr08:22623641--22624072,22628801--22629230	4203	4150	4813	7321
osmp.Chr08:22673020--22673478,22674001--22674439	3	2	0	2
osmp.Chr08:22878704--22879499,22891771--22892598	1404	1379	1366	2307
osmp.Chr08:22949444--22950094,22951403--22952053	179	256	366	544
osmp.Chr08:23037153--23037565,23038461--23038896	219	237	255	399
osmp.Chr08:23049915--23052827,23059205--23062116	1161	1290	741	1511
osmp.Chr08:23609274--23610276,23617334--23618279	531	552	466	776
osmp.Chr08:23810106--23810935,23810944--23811762	247	264	285	495
osmp.Chr08:24081556--24083442,24096959--24098880	10621	11752	11167	17410
osmp.Chr08:24096112--24096621,24103010--24103528	669	926	602	1021
osmp.Chr08:24096969--24098058,24101730--24102828	382	556	346	624
osmp.Chr08:24340716--24342911,24356095--24358287	4689	3728	3692	4930
osmp.Chr08:24369904--24370453,24373445--24373990	46	17	18	44
osmp.Chr08:24445503--24446936,24450143--24451576	904	1008	730	1287
osmp.Chr08:24445505--24448487,24452718--24455691	1293	1427	1121	1789
osmp.Chr08:24445505--24448487,24457766--24460737	1534	1739	1356	2358
osmp.Chr08:24446804--24448437,24448507--24450124	610	687	461	880
osmp.Chr08:24448488--24451865,24461866--24465272	1959	2324	1966	2964
osmp.Chr08:24452718--24454524,24463475--24465302	1495	1999	1588	2330
osmp.Chr08:24454620--24455998,24469124--24470492	2613	2892	2272	3570
osmp.Chr08:24455272--24455998,24461866--24462561	680	1030	730	1335
osmp.Chr08:24457765--24459572,24470738--24472559	2692	2906	2254	3413
osmp.Chr08:24457766--24459572,24463475--24465302	1279	1728	1347	1780
osmp.Chr08:24459461--24460737,24473655--24474931	2532	2559	2188	3167
osmp.Chr08:24459668--24461045,24469123--24470492	2193	2268	1923	2710
osmp.Chr08:24460320--24461044,24461866--24462561	239	286	253	387
osmp.Chr08:24718259--24718754,24728156--24728648	642	734	766	1222
osmp.Chr08:24718265--24718852,24726384--24726959	642	734	766	1222
osmp.Chr08:24750836--24751260,24753091--24753511	268	483	482	731
osmp.Chr08:25082312--25082842,25083865--25084401	18	66	76	105
osmp.Chr08:25464103--25464628,25466804--25467307	2380	1963	1087	1121
osmp.Chr08:2552767--2554046,2557056--2558307	1082	615	741	1005
osmp.Chr08:2554454--2555513,2555809--2556871	53	72	87	159
osmp.Chr08:25621350--25621768,25622232--25622665	380	630	424	635
osmp.Chr08:25621369--25622670,25635641--25636931	6662	7688	8110	12578
osmp.Chr08:25635665--25636102,25636522--25636931	573	929	689	1251
osmp.Chr08:26066510--26067361,26073474--26074331	5429	6197	4699	7698
osmp.Chr08:26280895--26281307,26281654--26282063	19	10	16	34
osmp.Chr08:26362427--26363994,26364037--26365604	16554	11824	18466	30568
osmp.Chr08:26428453--26429281,26433476--26434298	0	3	0	0
osmp.Chr08:26443434--26444042,26451634--26452214	7211	5977	3676	5924
osmp.Chr08:26445809--26447238,26448879--26450322	7145	5975	3675	5879
osmp.Chr08:26447238--26448884,26452215--26453852	9822	7564	4555	7248
osmp.Chr08:26475884--26476415,26488392--26488923	1178	1335	1072	1672
osmp.Chr08:26505737--26508884,26513537--26516664	4331	4322	3128	4566
osmp.Chr08:26609964--26611144,26612488--26613669	1081	1019	880	1515
osmp.Chr08:26611145--26613668,26618185--26620768	1520	1569	1347	2256
osmp.Chr08:2669837--2671315,2681207--2682656	1934	1808	1766	2682
osmp.Chr08:27001688--27002879,27007697--27008877	1322	1509	1368	2431
osmp.Chr08:27028560--27029143,27037555--27038139	0	8	4	0
osmp.Chr08:2706054--2707567,2709558--2711064	642	870	684	1327
osmp.Chr08:27309162--27309586,27321765--27322195	10737	11083	11963	18269
osmp.Chr08:27395047--27395508,27396152--27396627	347	367	392	492
osmp.Chr08:27614111--27614628,27619147--27619692	1656	1928	2372	3490
osmp.Chr08:2807792--2808415,2822563--2823178	3134	3539	3038	5191
osmp.Chr08:28151028--28151527,28151990--28152489	1869	1982	1851	3016
osmp.Chr08:28448207--28448703,28448975--28449466	528	598	555	927
osmp.Chr08:28448605--28449039,28449040--28449478	2	3	5	6
osmp.Chr08:28736454--28736859,28736860--28737320	638	709	1029	1786
osmp.Chr08:28987973--28988662,28988681--28989357	2992	3488	3191	5416
osmp.Chr08:29445214--29445661,29446277--29446704	38	23	56	57
osmp.Chr08:29456386--29457219,29458420--29459254	203	299	314	490
osmp.Chr08:29659362--29662196,29666465--29669337	3973	4399	3507	5262
osmp.Chr08:29662486--29666056,29669964--29673487	7669	7518	4252	6716
osmp.Chr08:29679017--29680530,29689952--29691447	9298	9947	8425	13431
osmp.Chr08:29748745--29749197,29755367--29755816	1461	2005	988	1434
osmp.Chr08:29749228--29750913,29753809--29755488	1440	1915	903	1551
osmp.Chr08:29752796--29753808,29755797--29756801	527	786	490	658
osmp.Chr08:29753809--29755799,29756804--29758791	680	996	698	1233
osmp.Chr08:29764225--29766478,29767771--29770011	3326	3065	2204	3854
osmp.Chr08:29764225--29766478,29768471--29770711	3400	3141	2255	3762
osmp.Chr08:29764225--29766478,29769523--29771762	3809	3136	2266	4011
osmp.Chr08:29764225--29766478,29770924--29773166	3784	3143	2279	4014
osmp.Chr08:29764225--29766478,29776177--29778417	4268	3775	3052	4473
osmp.Chr08:29764225--29766478,29779675--29781908	4348	3772	3116	4741
osmp.Chr08:29764225--29766478,29781073--29783300	4356	3685	3156	4713
osmp.Chr08:2995457--2995994,3002009--3002536	1070	1464	1721	2932
osmp.Chr08:3027521--3028351,3028381--3029230	2254	2031	1433	2409
osmp.Chr08:30790--33792,36970--39948	3534	3539	3326	4704
osmp.Chr08:375334--375980,380728--381374	2435	2622	2158	4021
osmp.Chr08:3771354--3771930,3785911--3786478	3645	4014	5504	9091
osmp.Chr08:3773972--3774377,3786973--3787403	3628	3986	5485	9066
osmp.Chr08:3775229--3775776,3790077--3790638	3628	3986	5485	9066
osmp.Chr08:3776379--3777018,3785911--3786566	3628	3986	5485	9066
osmp.Chr08:3776379--3777144,3788952--3789678	3628	3986	5485	9066
osmp.Chr08:3807916--3808410,3808931--3809363	595	384	625	851
osmp.Chr08:3807916--3808410,3812633--3813095	768	663	868	1234
osmp.Chr08:3811634--3812114,3812632--3813095	568	490	735	999
osmp.Chr08:3826790--3827196,3832393--3832801	7377	9660	9066	14763
osmp.Chr08:4183027--4183552,4183561--4184080	401	435	334	635
osmp.Chr08:4204502--4204929,4204930--4205355	101	144	152	237
osmp.Chr08:4204506--4205023,4216584--4217107	19922	13417	23773	40354
osmp.Chr08:4204680--4205237,4216605--4217163	19857	13283	23643	40148
osmp.Chr08:4269674--4270217,4280833--4281388	858	851	796	1437
osmp.Chr08:444172--444606,444799--445208	6	22	12	12
osmp.Chr08:4670744--4671289,4684193--4684751	4	0	0	0
osmp.Chr08:4761064--4761592,4761593--4762109	13	23	13	42
osmp.Chr08:4801789--4802291,4802491--4802999	420	674	948	1476
osmp.Chr08:4857613--4858080,4869343--4869816	2141	2200	1932	3592
osmp.Chr08:4857613--4858080,4869495--4869970	2159	2204	1950	3614
osmp.Chr08:4870123--4870767,4871027--4871694	1050	833	1221	2006
osmp.Chr08:4870123--4870855,4871030--4871694	1050	833	1221	2006
osmp.Chr08:5350717--5351246,5352851--5353383	910	950	792	1269
osmp.Chr08:5351975--5352591,5353381--5353982	881	913	802	1329
osmp.Chr08:5818504--5818969,5819537--5820001	401	445	502	859
osmp.Chr08:6264229--6264789,6278543--6279088	2449	2350	1667	3072
osmp.Chr08:6273228--6273788,6278543--6279088	1354	1364	962	1626
osmp.Chr08:6279116--6280437,6289821--6291163	1103	1293	988	1729
osmp.Chr08:6280935--6283254,6293035--6295411	1268	1483	1115	1942
osmp.Chr08:6298861--6299822,6312401--6313387	768	969	768	1289
osmp.Chr08:6307341--6308143,6317132--6317900	1201	1586	1192	2000
osmp.Chr08:6313808--6315481,6324759--6326438	1003	1325	1230	1942
osmp.Chr08:6316274--6316807,6323575--6324116	497	572	526	1029
osmp.Chr08:6321118--6322246,6324992--6326125	442	435	588	885
osmp.Chr08:6333377--6340285,6348451--6355306	4068	3207	3588	4574
osmp.Chr08:6341715--6344867,6348452--6351545	2358	1802	1923	2742
osmp.Chr08:6354407--6355290,6359919--6360802	893	930	653	863
osmp.Chr08:6369586--6372689,6382757--6385827	1669	1830	1529	2124
osmp.Chr08:6372034--6373669,6381643--6383244	960	1042	893	1569
osmp.Chr08:6372034--6374062,6388183--6390178	1525	1780	1453	2173
osmp.Chr08:6374475--6374892,6387506--6387929	1469	1699	1363	1990
osmp.Chr08:6375107--6379900,6382726--6387486	1471	1680	1357	1944
osmp.Chr08:6376769--6379900,6389660--6392756	1415	1721	1389	1972
osmp.Chr08:6379195--6380804,6381643--6383265	177	230	169	269
osmp.Chr08:6379195--6380804,6388577--6390199	786	1003	739	1033
osmp.Chr08:6381642--6385834,6397026--6401241	1875	2016	1689	2398
osmp.Chr08:6388577--6392756,6397035--6401240	1619	1695	1505	2102
osmp.Chr08:6417737--6419499,6425728--6427493	1560	938	876	1029
osmp.Chr08:6446472--6446915,6453288--6453734	1125	1055	595	1506
osmp.Chr08:6446472--6446915,6460807--6461252	1409	1565	922	2049
osmp.Chr08:6446472--6447063,6460585--6461252	1400	1573	837	2056
osmp.Chr08:6449552--6452162,6462361--6464896	1537	1682	1013	2302
osmp.Chr08:6452647--6453061,6461605--6462019	1297	1011	814	1422
osmp.Chr08:6456991--6458626,6468171--6469731	1615	1215	976	1803
osmp.Chr08:6457073--6459680,6462361--6464895	1166	811	696	1292
osmp.Chr08:6460165--6460580,6461605--6462019	42	49	37	92
osmp.Chr08:6491041--6491915,6493902--6494783	435	468	357	622
osmp.Chr08:6491046--6491915,6502803--6503681	1058	976	831	1321
osmp.Chr08:6491916--6494779,6503919--6506856	1236	1189	1035	1734
osmp.Chr08:6491916--6501610,6514857--6524490	3719	3986	2941	4930
osmp.Chr08:6500814--6503683,6503917--6506859	511	628	429	871
osmp.Chr08:6514857--6515656,6524494--6525337	1235	1920	1340	2543
osmp.Chr08:6521623--6524490,6524538--6527393	460	621	587	1541
osmp.Chr08:6527395--6535703,6537963--6546259	2078	2007	1757	3069
osmp.Chr08:6532557--6535702,6546874--6550026	2001	1572	1818	2552
osmp.Chr08:6570034--6572859,6585416--6588228	2175	2246	2437	3787
osmp.Chr08:6577574--6578701,6586778--6587910	1516	2005	2110	3529
osmp.Chr08:6578984--6579802,6585831--6586657	1256	1393	1561	2648
osmp.Chr08:6580995--6581659,6589867--6590537	1254	1895	1812	2795
osmp.Chr08:6582165--6583633,6586778--6588282	989	1471	1648	2272
osmp.Chr08:6582220--6584702,6597916--6600431	2470	3361	3213	5792
osmp.Chr08:6582998--6583633,6595652--6596283	1390	2339	2001	3308
osmp.Chr08:6583916--6584711,6585831--6586657	180	612	767	668
osmp.Chr08:6583916--6584711,6594703--6595530	992	1853	1385	2162
osmp.Chr08:6642481--6644138,6657982--6659622	2660	2378	2247	3537
osmp.Chr08:6650156--6653138,6657975--6661063	2062	1849	1812	2844
osmp.Chr08:6662786--6663477,6666152--6666829	2209	2527	2178	3618
osmp.Chr08:6750055--6750609,6755622--6756175	2182	3049	2639	4204
